,metrix,MAG,fdr,fdr1,fdr2,fdr3,p,ptb_sub_count,tb_sub_count,ptb_sub_mean,tb_sub_mean,p1,ptb_sub_count1,tb_sub_count1,ptb_sub_mean1,tb_sub_mean1,p2,ptb_sub_count2,tb_sub_count2,ptb_sub_mean2,tb_sub_mean2,p3,ptb_sub_count3,tb_sub_count3,ptb_sub_mean3,tb_sub_mean3
55,r2.df,MAG038.fasta,0.9633420221524204,0.8702368747941832,0.9163591402734884,0.8615735437982803,0.9397184266794189,14,36,0.7873004273179883,0.7707957422910713,0.5005594978181394,5,10,0.7397191155676311,0.7877699126159186,0.9163591402734884,6,17,0.8022485573722467,0.7888296500609674,0.8584272902604018,7,22,0.801206434689942,0.7710268242937054
53,r2.df,MAG042.fasta,0.4367430613445248,0.8702368747941832,0.3274553836380442,0.8336460415723409,0.18197627556021867,22,48,0.7004588646271991,0.7438301790783653,0.7037083255881851,7,12,0.6678778410383852,0.7044223071897325,0.06735187984054526,13,24,0.6626848051777349,0.745150837324675,0.6947050346436174,11,37,0.7401038768015461,0.7620065990122905
48,r2.df,MAG043.fasta,0.48288451700979446,0.8702368747941832,0.8624928872694413,0.6118287217719417,0.26781868945434995,20,44,0.8034936931838211,0.8245111198899003,0.660354071143072,7,10,0.7753048501426755,0.7835568878236255,0.6785583193300644,12,22,0.8209052465969783,0.8193606920298838,0.2039429072573139,9,29,0.7893619832672081,0.8533472937276205
46,r2.df,MAG044.fasta,0.9633420221524204,0.8702368747941832,0.8624928872694413,0.8615735437982803,0.9633420221524204,23,52,0.7930592842258539,0.7811361932351251,0.6295346690680272,6,13,0.7446421626847575,0.673796851435329,0.7187440727245344,14,23,0.7721076025696343,0.7592833042308689,0.8615735437982803,12,37,0.8297263215063607,0.8237820940614373
47,r2.df,MAG045.fasta,0.03029858035553931,0.8702368747941832,0.8624928872694413,0.25898997798847834,0.0025248816962949424,20,45,0.7107697359123482,0.8219201140998172,0.2477656374847245,6,11,0.6531284109342302,0.7783893273451744,0.4751235238172632,11,21,0.7731017230628904,0.788418299539878,0.032330690628832606,10,31,0.7390234763383271,0.8401192667778833
51,r2.df,MAG046.fasta,0.1775789495993445,0.2572755503383557,0.3274553836380442,0.7167418190688116,0.044394737399836126,17,36,0.7104005647218303,0.8101781106056875,0.021439629194862975,6,9,0.5805913527353129,0.8199973309733655,0.10915179454601473,8,17,0.6964219230629808,0.7972961291788961,0.3153024520817456,10,25,0.7691635932515511,0.8207501375711428
52,r2.df,MAG049.fasta,0.48288451700979446,0.8702368747941832,0.9163591402734884,0.6118287217719417,0.2816826349223801,21,49,0.6549114432444958,0.7023783406193318,0.35683802545185883,8,14,0.6243450227907348,0.6552317258570669,0.8698437281749667,13,26,0.6837207936884077,0.6789948395370374,0.16253554591032704,9,35,0.6393000007073579,0.7101060391878992
54,r2.df,MAG051.fasta,0.14187651072172558,0.8702368747941832,0.3274553836380442,0.25898997798847834,0.023646085120287597,17,35,0.6618852530345722,0.7939609570438224,0.6261174799167386,5,7,0.639647131579227,0.7147193339225928,0.1058989688236934,9,17,0.7128124469271382,0.7882735931719469,0.043164996331413054,10,24,0.6600153076887435,0.8257202231410818
45,r2.df,MAG061.fasta,0.3192708421957559,0.947951765922414,0.464220120785858,0.7842960191943327,0.10642361406525197,19,47,0.3866748448545628,0.4675899945465072,0.947951765922414,4,11,0.3307508506494242,0.45217137802928903,0.19342505032744084,11,20,0.37761611101726383,0.4903180518174852,0.5882220143957495,11,34,0.4021439675308221,0.4484939743034251
44,r2.df,MAG086.fasta,0.7126196248406069,0.8702368747941832,0.3274553836380442,0.7167418190688116,0.5344647186304552,29,84,0.7898408642826961,0.7983351045426806,0.7251973956618194,10,17,0.8159217551146789,0.7995333444301677,0.046452080092999455,18,38,0.7329318296968274,0.8189160135172452,0.3721302559144067,22,70,0.8372610814088369,0.7987414995328294
50,r2.df,MAG113.fasta,0.7307297656501733,0.947951765922414,0.8624928872694413,0.7386202147009935,0.6089414713751444,15,33,0.7879930418706136,0.7579455027264407,0.9187074054282888,3,8,0.7723376648386823,0.7434097760888816,0.6822010058691197,9,14,0.7975378769086109,0.7783994500774242,0.49241347646732897,7,23,0.7420274293876247,0.7747989643615343
